norma_id,norma,escala,tipo,uso,parametro_id,parametro,minimo,maximo,umbral_ligero,umbral_severo,unidad,expresado_como,tipo_de_valor,condicion,nota,cita
d831_t6,"Ley 24.051 · Dto. 831/93, anexo II, tabla 6",Nacional · Argentina,Nivel guía (Ley 24.051),ganado,cr,Cromo total,,1,,,mg/L,,salud,,,"Decreto 831/93, anexo II, tabla 6: Niveles guía de calidad de agua para bebida de ganado."
d831_t6,"Ley 24.051 · Dto. 831/93, anexo II, tabla 6",Nacional · Argentina,Nivel guía (Ley 24.051),ganado,f,Fluoruro,,1,,,mg/L,,salud,,,"Decreto 831/93, anexo II, tabla 6: Niveles guía de calidad de agua para bebida de ganado."
d831_t6,"Ley 24.051 · Dto. 831/93, anexo II, tabla 6",Nacional · Argentina,Nivel guía (Ley 24.051),ganado,hg,Mercurio,,0.003,,,mg/L,,salud,,,"Decreto 831/93, anexo II, tabla 6: Niveles guía de calidad de agua para bebida de ganado."
d831_t6,"Ley 24.051 · Dto. 831/93, anexo II, tabla 6",Nacional · Argentina,Nivel guía (Ley 24.051),ganado,mo,Molibdeno,,0.5,,,mg/L,,salud,,,"Decreto 831/93, anexo II, tabla 6: Niveles guía de calidad de agua para bebida de ganado."
d831_t6,"Ley 24.051 · Dto. 831/93, anexo II, tabla 6",Nacional · Argentina,Nivel guía (Ley 24.051),ganado,ni,Níquel,,1,,,mg/L,,salud,,,"Decreto 831/93, anexo II, tabla 6: Niveles guía de calidad de agua para bebida de ganado."
d831_t6,"Ley 24.051 · Dto. 831/93, anexo II, tabla 6",Nacional · Argentina,Nivel guía (Ley 24.051),ganado,pb,Plomo,,0.1,,,mg/L,,salud,,,"Decreto 831/93, anexo II, tabla 6: Niveles guía de calidad de agua para bebida de ganado."
d831_t6,"Ley 24.051 · Dto. 831/93, anexo II, tabla 6",Nacional · Argentina,Nivel guía (Ley 24.051),ganado,se,Selenio,,0.05,,,mg/L,,salud,,,"Decreto 831/93, anexo II, tabla 6: Niveles guía de calidad de agua para bebida de ganado."
d831_t6,"Ley 24.051 · Dto. 831/93, anexo II, tabla 6",Nacional · Argentina,Nivel guía (Ley 24.051),ganado,u,Uranio,,0.2,,,mg/L,,salud,,,"Decreto 831/93, anexo II, tabla 6: Niveles guía de calidad de agua para bebida de ganado."
d831_t6,"Ley 24.051 · Dto. 831/93, anexo II, tabla 6",Nacional · Argentina,Nivel guía (Ley 24.051),ganado,v,Vanadio,,0.1,,,mg/L,,salud,,,"Decreto 831/93, anexo II, tabla 6: Niveles guía de calidad de agua para bebida de ganado."
l24585_t6,"Ley 24.585 (Código de Minería), anexo IV, tabla 6",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),ganado,al,Aluminio,,5,,,mg/L,,salud,,,"Ley 24.585, anexo IV, tabla 6: bebida de ganado."
l24585_t6,"Ley 24.585 (Código de Minería), anexo IV, tabla 6",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),ganado,as,Arsénico,,0.5,,,mg/L,,salud,,,"Ley 24.585, anexo IV, tabla 6: bebida de ganado."
l24585_t6,"Ley 24.585 (Código de Minería), anexo IV, tabla 6",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),ganado,be,Berilio,,0.1,,,mg/L,,salud,,,"Ley 24.585, anexo IV, tabla 6: bebida de ganado."
l24585_t6,"Ley 24.585 (Código de Minería), anexo IV, tabla 6",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),ganado,b,Boro,,5,,,mg/L,,salud,,,"Ley 24.585, anexo IV, tabla 6: bebida de ganado."
l24585_t6,"Ley 24.585 (Código de Minería), anexo IV, tabla 6",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),ganado,cd,Cadmio,,0.02,,,mg/L,,salud,,,"Ley 24.585, anexo IV, tabla 6: bebida de ganado."
l24585_t6,"Ley 24.585 (Código de Minería), anexo IV, tabla 6",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),ganado,zn,Cinc,,0.05,,,mg/L,,salud,,"Valor impreso en el decreto: 50 µg/l. La fuente que cita (CCREM 1987) fija 50 mg/l para ganado, mil veces más: probable error de transcripción. Kenti compara con el valor impreso.","Ley 24.585, anexo IV, tabla 6: bebida de ganado."
l24585_t6,"Ley 24.585 (Código de Minería), anexo IV, tabla 6",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),ganado,co,Cobalto,,1,,,mg/L,,salud,,,"Ley 24.585, anexo IV, tabla 6: bebida de ganado."
l24585_t6,"Ley 24.585 (Código de Minería), anexo IV, tabla 6",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),ganado,cu,Cobre,,1,,,mg/L,,salud,,,"Ley 24.585, anexo IV, tabla 6: bebida de ganado."
l24585_t6,"Ley 24.585 (Código de Minería), anexo IV, tabla 6",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),ganado,cr,Cromo total,,1,,,mg/L,,salud,,,"Ley 24.585, anexo IV, tabla 6: bebida de ganado."
l24585_t6,"Ley 24.585 (Código de Minería), anexo IV, tabla 6",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),ganado,f,Fluoruro,,1,,,mg/L,,salud,,,"Ley 24.585, anexo IV, tabla 6: bebida de ganado."
l24585_t6,"Ley 24.585 (Código de Minería), anexo IV, tabla 6",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),ganado,hg,Mercurio,,0.003,,,mg/L,,salud,,,"Ley 24.585, anexo IV, tabla 6: bebida de ganado."
l24585_t6,"Ley 24.585 (Código de Minería), anexo IV, tabla 6",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),ganado,mo,Molibdeno,,0.5,,,mg/L,,salud,,,"Ley 24.585, anexo IV, tabla 6: bebida de ganado."
l24585_t6,"Ley 24.585 (Código de Minería), anexo IV, tabla 6",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),ganado,ni,Níquel,,1,,,mg/L,,salud,,,"Ley 24.585, anexo IV, tabla 6: bebida de ganado."
l24585_t6,"Ley 24.585 (Código de Minería), anexo IV, tabla 6",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),ganado,pb,Plomo,,0.1,,,mg/L,,salud,,,"Ley 24.585, anexo IV, tabla 6: bebida de ganado."
l24585_t6,"Ley 24.585 (Código de Minería), anexo IV, tabla 6",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),ganado,se,Selenio,,0.05,,,mg/L,,salud,,,"Ley 24.585, anexo IV, tabla 6: bebida de ganado."
l24585_t6,"Ley 24.585 (Código de Minería), anexo IV, tabla 6",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),ganado,u,Uranio,,0.2,,,mg/L,,salud,,,"Ley 24.585, anexo IV, tabla 6: bebida de ganado."
l24585_t6,"Ley 24.585 (Código de Minería), anexo IV, tabla 6",Nacional · Argentina (actividad minera),Nivel guía (Ley 24.585),ganado,v,Vanadio,,0.1,,,mg/L,,salud,,,"Ley 24.585, anexo IV, tabla 6: bebida de ganado."
ccme_ganado,"CCME · Canadian Water Quality Guidelines, protección de usos agrícolas: bebida de ganado",Nacional · Canadá,Guía (no obligatoria),ganado,al,Aluminio,,5,,,mg/L,,salud,,,Canadian Council of Ministers of the Environment. Canadian Environmental Quality Guidelines: Water Quality Guidelines for the Protection of Agricultural Water Uses — Livestock water (CCREM 1987 y actualizaciones).
ccme_ganado,"CCME · Canadian Water Quality Guidelines, protección de usos agrícolas: bebida de ganado",Nacional · Canadá,Guía (no obligatoria),ganado,as,Arsénico,,0.025,,,mg/L,,salud,,,Canadian Council of Ministers of the Environment. Canadian Environmental Quality Guidelines: Water Quality Guidelines for the Protection of Agricultural Water Uses — Livestock water (CCREM 1987 y actualizaciones).
ccme_ganado,"CCME · Canadian Water Quality Guidelines, protección de usos agrícolas: bebida de ganado",Nacional · Canadá,Guía (no obligatoria),ganado,be,Berilio,,0.1,,,mg/L,,salud,,,Canadian Council of Ministers of the Environment. Canadian Environmental Quality Guidelines: Water Quality Guidelines for the Protection of Agricultural Water Uses — Livestock water (CCREM 1987 y actualizaciones).
ccme_ganado,"CCME · Canadian Water Quality Guidelines, protección de usos agrícolas: bebida de ganado",Nacional · Canadá,Guía (no obligatoria),ganado,b,Boro,,5,,,mg/L,,salud,,,Canadian Council of Ministers of the Environment. Canadian Environmental Quality Guidelines: Water Quality Guidelines for the Protection of Agricultural Water Uses — Livestock water (CCREM 1987 y actualizaciones).
ccme_ganado,"CCME · Canadian Water Quality Guidelines, protección de usos agrícolas: bebida de ganado",Nacional · Canadá,Guía (no obligatoria),ganado,cd,Cadmio,,0.08,,,mg/L,,salud,,,Canadian Council of Ministers of the Environment. Canadian Environmental Quality Guidelines: Water Quality Guidelines for the Protection of Agricultural Water Uses — Livestock water (CCREM 1987 y actualizaciones).
ccme_ganado,"CCME · Canadian Water Quality Guidelines, protección de usos agrícolas: bebida de ganado",Nacional · Canadá,Guía (no obligatoria),ganado,cr,Cromo total,,0.05,,,mg/L,,salud,,,Canadian Council of Ministers of the Environment. Canadian Environmental Quality Guidelines: Water Quality Guidelines for the Protection of Agricultural Water Uses — Livestock water (CCREM 1987 y actualizaciones).
ccme_ganado,"CCME · Canadian Water Quality Guidelines, protección de usos agrícolas: bebida de ganado",Nacional · Canadá,Guía (no obligatoria),ganado,co,Cobalto,,1,,,mg/L,,salud,,,Canadian Council of Ministers of the Environment. Canadian Environmental Quality Guidelines: Water Quality Guidelines for the Protection of Agricultural Water Uses — Livestock water (CCREM 1987 y actualizaciones).
ccme_ganado,"CCME · Canadian Water Quality Guidelines, protección de usos agrícolas: bebida de ganado",Nacional · Canadá,Guía (no obligatoria),ganado,cu,Cobre,,,,,mg/L,,salud,"Por especie: ovinos 0,5; bovinos 1; porcinos y aves 5","Por especie: ovinos 0,5; bovinos 1; porcinos y aves 5 mg/l.",Canadian Council of Ministers of the Environment. Canadian Environmental Quality Guidelines: Water Quality Guidelines for the Protection of Agricultural Water Uses — Livestock water (CCREM 1987 y actualizaciones).
ccme_ganado,"CCME · Canadian Water Quality Guidelines, protección de usos agrícolas: bebida de ganado",Nacional · Canadá,Guía (no obligatoria),ganado,f,Fluoruro,,2,,,mg/L,,salud,,"1–2 mg/l; el menor si el alimento también aporta flúor.",Canadian Council of Ministers of the Environment. Canadian Environmental Quality Guidelines: Water Quality Guidelines for the Protection of Agricultural Water Uses — Livestock water (CCREM 1987 y actualizaciones).
ccme_ganado,"CCME · Canadian Water Quality Guidelines, protección de usos agrícolas: bebida de ganado",Nacional · Canadá,Guía (no obligatoria),ganado,pb,Plomo,,0.1,,,mg/L,,salud,,,Canadian Council of Ministers of the Environment. Canadian Environmental Quality Guidelines: Water Quality Guidelines for the Protection of Agricultural Water Uses — Livestock water (CCREM 1987 y actualizaciones).
ccme_ganado,"CCME · Canadian Water Quality Guidelines, protección de usos agrícolas: bebida de ganado",Nacional · Canadá,Guía (no obligatoria),ganado,hg,Mercurio,,0.003,,,mg/L,,salud,,,Canadian Council of Ministers of the Environment. Canadian Environmental Quality Guidelines: Water Quality Guidelines for the Protection of Agricultural Water Uses — Livestock water (CCREM 1987 y actualizaciones).
ccme_ganado,"CCME · Canadian Water Quality Guidelines, protección de usos agrícolas: bebida de ganado",Nacional · Canadá,Guía (no obligatoria),ganado,mo,Molibdeno,,0.5,,,mg/L,,salud,,,Canadian Council of Ministers of the Environment. Canadian Environmental Quality Guidelines: Water Quality Guidelines for the Protection of Agricultural Water Uses — Livestock water (CCREM 1987 y actualizaciones).
ccme_ganado,"CCME · Canadian Water Quality Guidelines, protección de usos agrícolas: bebida de ganado",Nacional · Canadá,Guía (no obligatoria),ganado,ni,Níquel,,1,,,mg/L,,salud,,,Canadian Council of Ministers of the Environment. Canadian Environmental Quality Guidelines: Water Quality Guidelines for the Protection of Agricultural Water Uses — Livestock water (CCREM 1987 y actualizaciones).
ccme_ganado,"CCME · Canadian Water Quality Guidelines, protección de usos agrícolas: bebida de ganado",Nacional · Canadá,Guía (no obligatoria),ganado,no3,Nitrato,,100,,,mg/L,N,salud,,"Nitrato + nitrito, como N. (suma nitrato + nitrito)",Canadian Council of Ministers of the Environment. Canadian Environmental Quality Guidelines: Water Quality Guidelines for the Protection of Agricultural Water Uses — Livestock water (CCREM 1987 y actualizaciones).
ccme_ganado,"CCME · Canadian Water Quality Guidelines, protección de usos agrícolas: bebida de ganado",Nacional · Canadá,Guía (no obligatoria),ganado,no2,Nitrito,,10,,,mg/L,N,salud,,"Nitrito solo, como N.",Canadian Council of Ministers of the Environment. Canadian Environmental Quality Guidelines: Water Quality Guidelines for the Protection of Agricultural Water Uses — Livestock water (CCREM 1987 y actualizaciones).
ccme_ganado,"CCME · Canadian Water Quality Guidelines, protección de usos agrícolas: bebida de ganado",Nacional · Canadá,Guía (no obligatoria),ganado,se,Selenio,,0.05,,,mg/L,,salud,,,Canadian Council of Ministers of the Environment. Canadian Environmental Quality Guidelines: Water Quality Guidelines for the Protection of Agricultural Water Uses — Livestock water (CCREM 1987 y actualizaciones).
ccme_ganado,"CCME · Canadian Water Quality Guidelines, protección de usos agrícolas: bebida de ganado",Nacional · Canadá,Guía (no obligatoria),ganado,so4,Sulfato,,1000,,,mg/L,,salud,,,Canadian Council of Ministers of the Environment. Canadian Environmental Quality Guidelines: Water Quality Guidelines for the Protection of Agricultural Water Uses — Livestock water (CCREM 1987 y actualizaciones).
ccme_ganado,"CCME · Canadian Water Quality Guidelines, protección de usos agrícolas: bebida de ganado",Nacional · Canadá,Guía (no obligatoria),ganado,sdt,Sólidos disueltos totales,,3000,,,mg/L,,salud,,,Canadian Council of Ministers of the Environment. Canadian Environmental Quality Guidelines: Water Quality Guidelines for the Protection of Agricultural Water Uses — Livestock water (CCREM 1987 y actualizaciones).
ccme_ganado,"CCME · Canadian Water Quality Guidelines, protección de usos agrícolas: bebida de ganado",Nacional · Canadá,Guía (no obligatoria),ganado,u,Uranio,,0.2,,,mg/L,,salud,,,Canadian Council of Ministers of the Environment. Canadian Environmental Quality Guidelines: Water Quality Guidelines for the Protection of Agricultural Water Uses — Livestock water (CCREM 1987 y actualizaciones).
ccme_ganado,"CCME · Canadian Water Quality Guidelines, protección de usos agrícolas: bebida de ganado",Nacional · Canadá,Guía (no obligatoria),ganado,v,Vanadio,,0.1,,,mg/L,,salud,,,Canadian Council of Ministers of the Environment. Canadian Environmental Quality Guidelines: Water Quality Guidelines for the Protection of Agricultural Water Uses — Livestock water (CCREM 1987 y actualizaciones).
ccme_ganado,"CCME · Canadian Water Quality Guidelines, protección de usos agrícolas: bebida de ganado",Nacional · Canadá,Guía (no obligatoria),ganado,zn,Cinc,,50,,,mg/L,,salud,,,Canadian Council of Ministers of the Environment. Canadian Environmental Quality Guidelines: Water Quality Guidelines for the Protection of Agricultural Water Uses — Livestock water (CCREM 1987 y actualizaciones).
ccme_ganado,"CCME · Canadian Water Quality Guidelines, protección de usos agrícolas: bebida de ganado",Nacional · Canadá,Guía (no obligatoria),ganado,ca,Calcio,,1000,,,mg/L,,salud,,,Canadian Council of Ministers of the Environment. Canadian Environmental Quality Guidelines: Water Quality Guidelines for the Protection of Agricultural Water Uses — Livestock water (CCREM 1987 y actualizaciones).
anzg_ganado,"ANZECC y ARMCANZ (2000), vigente en ANZG (2018): agua de bebida para ganado",Nacional · Australia y Nueva Zelanda,Guía (no obligatoria),ganado,al,Aluminio,,5,,,mg/L,,salud,,,"ANZECC y ARMCANZ. 2000. Australian and New Zealand Guidelines for Fresh and Marine Water Quality, cap. 4.3 Livestock drinking water quality (tablas 4.3.1 y 4.3.2), vigentes en ANZG 2018. Hay un borrador de actualización (2023)."
anzg_ganado,"ANZECC y ARMCANZ (2000), vigente en ANZG (2018): agua de bebida para ganado",Nacional · Australia y Nueva Zelanda,Guía (no obligatoria),ganado,as,Arsénico,,0.5,,,mg/L,,salud,,Hasta 5 mg/l si el arsénico no se agrega como aditivo del alimento.,"ANZECC y ARMCANZ. 2000. Australian and New Zealand Guidelines for Fresh and Marine Water Quality, cap. 4.3 Livestock drinking water quality (tablas 4.3.1 y 4.3.2), vigentes en ANZG 2018. Hay un borrador de actualización (2023)."
anzg_ganado,"ANZECC y ARMCANZ (2000), vigente en ANZG (2018): agua de bebida para ganado",Nacional · Australia y Nueva Zelanda,Guía (no obligatoria),ganado,b,Boro,,5,,,mg/L,,salud,,,"ANZECC y ARMCANZ. 2000. Australian and New Zealand Guidelines for Fresh and Marine Water Quality, cap. 4.3 Livestock drinking water quality (tablas 4.3.1 y 4.3.2), vigentes en ANZG 2018. Hay un borrador de actualización (2023)."
anzg_ganado,"ANZECC y ARMCANZ (2000), vigente en ANZG (2018): agua de bebida para ganado",Nacional · Australia y Nueva Zelanda,Guía (no obligatoria),ganado,cd,Cadmio,,0.01,,,mg/L,,salud,,,"ANZECC y ARMCANZ. 2000. Australian and New Zealand Guidelines for Fresh and Marine Water Quality, cap. 4.3 Livestock drinking water quality (tablas 4.3.1 y 4.3.2), vigentes en ANZG 2018. Hay un borrador de actualización (2023)."
anzg_ganado,"ANZECC y ARMCANZ (2000), vigente en ANZG (2018): agua de bebida para ganado",Nacional · Australia y Nueva Zelanda,Guía (no obligatoria),ganado,cr,Cromo total,,1,,,mg/L,,salud,,,"ANZECC y ARMCANZ. 2000. Australian and New Zealand Guidelines for Fresh and Marine Water Quality, cap. 4.3 Livestock drinking water quality (tablas 4.3.1 y 4.3.2), vigentes en ANZG 2018. Hay un borrador de actualización (2023)."
anzg_ganado,"ANZECC y ARMCANZ (2000), vigente en ANZG (2018): agua de bebida para ganado",Nacional · Australia y Nueva Zelanda,Guía (no obligatoria),ganado,co,Cobalto,,1,,,mg/L,,salud,,,"ANZECC y ARMCANZ. 2000. Australian and New Zealand Guidelines for Fresh and Marine Water Quality, cap. 4.3 Livestock drinking water quality (tablas 4.3.1 y 4.3.2), vigentes en ANZG 2018. Hay un borrador de actualización (2023)."
anzg_ganado,"ANZECC y ARMCANZ (2000), vigente en ANZG (2018): agua de bebida para ganado",Nacional · Australia y Nueva Zelanda,Guía (no obligatoria),ganado,cu,Cobre,,,,,mg/L,,salud,"Por especie: ovinos 0,4; bovinos 1; porcinos y aves 5","Por especie: ovinos 0,4; bovinos 1; porcinos y aves 5 mg/l.","ANZECC y ARMCANZ. 2000. Australian and New Zealand Guidelines for Fresh and Marine Water Quality, cap. 4.3 Livestock drinking water quality (tablas 4.3.1 y 4.3.2), vigentes en ANZG 2018. Hay un borrador de actualización (2023)."
anzg_ganado,"ANZECC y ARMCANZ (2000), vigente en ANZG (2018): agua de bebida para ganado",Nacional · Australia y Nueva Zelanda,Guía (no obligatoria),ganado,f,Fluoruro,,2,,,mg/L,,salud,,,"ANZECC y ARMCANZ. 2000. Australian and New Zealand Guidelines for Fresh and Marine Water Quality, cap. 4.3 Livestock drinking water quality (tablas 4.3.1 y 4.3.2), vigentes en ANZG 2018. Hay un borrador de actualización (2023)."
anzg_ganado,"ANZECC y ARMCANZ (2000), vigente en ANZG (2018): agua de bebida para ganado",Nacional · Australia y Nueva Zelanda,Guía (no obligatoria),ganado,pb,Plomo,,0.1,,,mg/L,,salud,,,"ANZECC y ARMCANZ. 2000. Australian and New Zealand Guidelines for Fresh and Marine Water Quality, cap. 4.3 Livestock drinking water quality (tablas 4.3.1 y 4.3.2), vigentes en ANZG 2018. Hay un borrador de actualización (2023)."
anzg_ganado,"ANZECC y ARMCANZ (2000), vigente en ANZG (2018): agua de bebida para ganado",Nacional · Australia y Nueva Zelanda,Guía (no obligatoria),ganado,hg,Mercurio,,0.002,,,mg/L,,salud,,,"ANZECC y ARMCANZ. 2000. Australian and New Zealand Guidelines for Fresh and Marine Water Quality, cap. 4.3 Livestock drinking water quality (tablas 4.3.1 y 4.3.2), vigentes en ANZG 2018. Hay un borrador de actualización (2023)."
anzg_ganado,"ANZECC y ARMCANZ (2000), vigente en ANZG (2018): agua de bebida para ganado",Nacional · Australia y Nueva Zelanda,Guía (no obligatoria),ganado,mo,Molibdeno,,0.15,,,mg/L,,salud,,,"ANZECC y ARMCANZ. 2000. Australian and New Zealand Guidelines for Fresh and Marine Water Quality, cap. 4.3 Livestock drinking water quality (tablas 4.3.1 y 4.3.2), vigentes en ANZG 2018. Hay un borrador de actualización (2023)."
anzg_ganado,"ANZECC y ARMCANZ (2000), vigente en ANZG (2018): agua de bebida para ganado",Nacional · Australia y Nueva Zelanda,Guía (no obligatoria),ganado,ni,Níquel,,1,,,mg/L,,salud,,,"ANZECC y ARMCANZ. 2000. Australian and New Zealand Guidelines for Fresh and Marine Water Quality, cap. 4.3 Livestock drinking water quality (tablas 4.3.1 y 4.3.2), vigentes en ANZG 2018. Hay un borrador de actualización (2023)."
anzg_ganado,"ANZECC y ARMCANZ (2000), vigente en ANZG (2018): agua de bebida para ganado",Nacional · Australia y Nueva Zelanda,Guía (no obligatoria),ganado,se,Selenio,,0.02,,,mg/L,,salud,,,"ANZECC y ARMCANZ. 2000. Australian and New Zealand Guidelines for Fresh and Marine Water Quality, cap. 4.3 Livestock drinking water quality (tablas 4.3.1 y 4.3.2), vigentes en ANZG 2018. Hay un borrador de actualización (2023)."
anzg_ganado,"ANZECC y ARMCANZ (2000), vigente en ANZG (2018): agua de bebida para ganado",Nacional · Australia y Nueva Zelanda,Guía (no obligatoria),ganado,u,Uranio,,0.2,,,mg/L,,salud,,,"ANZECC y ARMCANZ. 2000. Australian and New Zealand Guidelines for Fresh and Marine Water Quality, cap. 4.3 Livestock drinking water quality (tablas 4.3.1 y 4.3.2), vigentes en ANZG 2018. Hay un borrador de actualización (2023)."
anzg_ganado,"ANZECC y ARMCANZ (2000), vigente en ANZG (2018): agua de bebida para ganado",Nacional · Australia y Nueva Zelanda,Guía (no obligatoria),ganado,zn,Cinc,,20,,,mg/L,,salud,,,"ANZECC y ARMCANZ. 2000. Australian and New Zealand Guidelines for Fresh and Marine Water Quality, cap. 4.3 Livestock drinking water quality (tablas 4.3.1 y 4.3.2), vigentes en ANZG 2018. Hay un borrador de actualización (2023)."
anzg_ganado,"ANZECC y ARMCANZ (2000), vigente en ANZG (2018): agua de bebida para ganado",Nacional · Australia y Nueva Zelanda,Guía (no obligatoria),ganado,no3,Nitrato,,400,,,mg/L,NO3,salud,,Hasta 1.500 mg/l puede tolerarse si el alimento tiene poco nitrato.,"ANZECC y ARMCANZ. 2000. Australian and New Zealand Guidelines for Fresh and Marine Water Quality, cap. 4.3 Livestock drinking water quality (tablas 4.3.1 y 4.3.2), vigentes en ANZG 2018. Hay un borrador de actualización (2023)."
anzg_ganado,"ANZECC y ARMCANZ (2000), vigente en ANZG (2018): agua de bebida para ganado",Nacional · Australia y Nueva Zelanda,Guía (no obligatoria),ganado,no2,Nitrito,,30,,,mg/L,NO2,salud,,,"ANZECC y ARMCANZ. 2000. Australian and New Zealand Guidelines for Fresh and Marine Water Quality, cap. 4.3 Livestock drinking water quality (tablas 4.3.1 y 4.3.2), vigentes en ANZG 2018. Hay un borrador de actualización (2023)."
anzg_ganado,"ANZECC y ARMCANZ (2000), vigente en ANZG (2018): agua de bebida para ganado",Nacional · Australia y Nueva Zelanda,Guía (no obligatoria),ganado,so4,Sulfato,,1000,,,mg/L,,salud,,"1.000–2.000 mg/l: posibles efectos; > 2.000 mg/l: problemas crónicos o agudos.","ANZECC y ARMCANZ. 2000. Australian and New Zealand Guidelines for Fresh and Marine Water Quality, cap. 4.3 Livestock drinking water quality (tablas 4.3.1 y 4.3.2), vigentes en ANZG 2018. Hay un borrador de actualización (2023)."
anzg_ganado,"ANZECC y ARMCANZ (2000), vigente en ANZG (2018): agua de bebida para ganado",Nacional · Australia y Nueva Zelanda,Guía (no obligatoria),ganado,ca,Calcio,,1000,,,mg/L,,salud,,,"ANZECC y ARMCANZ. 2000. Australian and New Zealand Guidelines for Fresh and Marine Water Quality, cap. 4.3 Livestock drinking water quality (tablas 4.3.1 y 4.3.2), vigentes en ANZG 2018. Hay un borrador de actualización (2023)."
anzg_ganado,"ANZECC y ARMCANZ (2000), vigente en ANZG (2018): agua de bebida para ganado",Nacional · Australia y Nueva Zelanda,Guía (no obligatoria),ganado,sdt,Sólidos disueltos totales,,,,,mg/L,,salud,Por especie: de 2000 a 5000 mg/L,"Sin efectos adversos hasta: bovinos de carne 4.000; de leche 2.500; ovinos 5.000; equinos y porcinos 4.000; aves 2.000 mg/l (tabla 4.3.1).","ANZECC y ARMCANZ. 2000. Australian and New Zealand Guidelines for Fresh and Marine Water Quality, cap. 4.3 Livestock drinking water quality (tablas 4.3.1 y 4.3.2), vigentes en ANZG 2018. Hay un borrador de actualización (2023)."
jp_suido,"Japón · Normas de calidad del agua potable (水質基準, 52 ítems)",Nacional · Japón,Obligatoria para agua de red,consumo,meso,Bacterias aerobias mesófilas,,100,,,UFC/mL,,salud,,Bacterias generales: hasta 100 colonias en 1 mL.,"Ministerio de Medio Ambiente de Japón. 水質基準に関する省令 (Ordenanza sobre normas de calidad del agua potable, Ley de Abastecimiento de Agua, art. 4), tabla de 52 ítems vigente desde el 1/4/2026. La administración del agua potable pasó del MHLW al Ministerio de Medio Ambiente en abril de 2024."
jp_suido,"Japón · Normas de calidad del agua potable (水質基準, 52 ítems)",Nacional · Japón,Obligatoria para agua de red,consumo,ecoli,Escherichia coli,,0,,,UFC/100 mL,,salud,,No detectable.,"Ministerio de Medio Ambiente de Japón. 水質基準に関する省令 (Ordenanza sobre normas de calidad del agua potable, Ley de Abastecimiento de Agua, art. 4), tabla de 52 ítems vigente desde el 1/4/2026. La administración del agua potable pasó del MHLW al Ministerio de Medio Ambiente en abril de 2024."
jp_suido,"Japón · Normas de calidad del agua potable (水質基準, 52 ítems)",Nacional · Japón,Obligatoria para agua de red,consumo,cd,Cadmio,,0.003,,,mg/L,,salud,,,"Ministerio de Medio Ambiente de Japón. 水質基準に関する省令 (Ordenanza sobre normas de calidad del agua potable, Ley de Abastecimiento de Agua, art. 4), tabla de 52 ítems vigente desde el 1/4/2026. La administración del agua potable pasó del MHLW al Ministerio de Medio Ambiente en abril de 2024."
jp_suido,"Japón · Normas de calidad del agua potable (水質基準, 52 ítems)",Nacional · Japón,Obligatoria para agua de red,consumo,hg,Mercurio,,0.0005,,,mg/L,,salud,,,"Ministerio de Medio Ambiente de Japón. 水質基準に関する省令 (Ordenanza sobre normas de calidad del agua potable, Ley de Abastecimiento de Agua, art. 4), tabla de 52 ítems vigente desde el 1/4/2026. La administración del agua potable pasó del MHLW al Ministerio de Medio Ambiente en abril de 2024."
jp_suido,"Japón · Normas de calidad del agua potable (水質基準, 52 ítems)",Nacional · Japón,Obligatoria para agua de red,consumo,se,Selenio,,0.01,,,mg/L,,salud,,,"Ministerio de Medio Ambiente de Japón. 水質基準に関する省令 (Ordenanza sobre normas de calidad del agua potable, Ley de Abastecimiento de Agua, art. 4), tabla de 52 ítems vigente desde el 1/4/2026. La administración del agua potable pasó del MHLW al Ministerio de Medio Ambiente en abril de 2024."
jp_suido,"Japón · Normas de calidad del agua potable (水質基準, 52 ítems)",Nacional · Japón,Obligatoria para agua de red,consumo,pb,Plomo,,0.01,,,mg/L,,salud,,,"Ministerio de Medio Ambiente de Japón. 水質基準に関する省令 (Ordenanza sobre normas de calidad del agua potable, Ley de Abastecimiento de Agua, art. 4), tabla de 52 ítems vigente desde el 1/4/2026. La administración del agua potable pasó del MHLW al Ministerio de Medio Ambiente en abril de 2024."
